age_days	branch	last_commit_date	author_email	files_changed	family	category	keep_candidate
156	origin/codex/add-parent-selection-validation-to-projectdirection	2026-01-19	pavelsur07@gmail.com	1	origin/codex/add-parent-selection-validation-to-projectdirection	DELETE_STALE	true
156	origin/codex/add-methods-for-project-hierarchy	2026-01-19	pavelsur07@gmail.com	1	origin/codex/add-methods-for-project-hierarchy	DELETE_STALE	true
154	origin/codex/ensure-importlog-finishedat-is-set	2026-01-22	pavelsur07@gmail.com	1	origin/codex/ensure-importlog-finishedat-is-set	DELETE_STALE	true
153	origin/codex/roll-back-to-previous-version	2026-01-22	pavelsur07@gmail.com	1	origin/codex/roll-back-to-previous	DELETE_STALE	true
153	origin/codex/add-xlsx-format-validation-service	2026-01-23	pavelsur07@gmail.com	4	origin/codex/add-xlsx-format-validation	DELETE_STALE	true
152	origin/codex/add-test-for-invalid-non-xlsx-file	2026-01-23	pavelsur07@gmail.com	2	origin/codex/add-test-for-invalid-non-xlsx-file	DELETE_STALE	true
151	origin/codex/remove-marketplace-modules-completely	2026-01-24	pavelsur07@gmail.com	67	origin/codex/remove-marketplace-modules-completely	DELETE_STALE	true
148	origin/codex/implement-invitetokenservice-and-companyinvitemanager-p4t1j0	2026-01-27	pavelsur07@gmail.com	4	origin/codex/implement-invitetokenservice-and-companyinvitemanager	DELETE_STALE	true
148	origin/codex/implement-invitetokenservice-and-companyinvitemanager	2026-01-27	pavelsur07@gmail.com	4	origin/codex/implement-invitetokenservice-and-companyinvitemanager	DELETE_OLD_DUP	false
148	origin/codex/implement-email-invitation-sending	2026-01-28	pavelsur07@gmail.com	3	origin/codex/implement-email-invitation	DELETE_STALE	true
148	origin/codex/fix-symfony-argument-resolver-error	2026-01-28	pavelsur07@gmail.com	1	origin/codex/fix-symfony-argument-resolver	DELETE_STALE	true
148	origin/codex/fix-email-case-sensitivity-on-registration-2lptkx	2026-01-27	pavelsur07@gmail.com	2	origin/codex/fix-email-case-sensitivity-on-registration	DELETE_STALE	true
148	origin/codex/fix-email-case-sensitivity-on-registration	2026-01-27	pavelsur07@gmail.com	2	origin/codex/fix-email-case-sensitivity-on-registration	DELETE_OLD_DUP	false
148	origin/codex/fix-activecompanyservice-for-invited-operators	2026-01-28	pavelsur07@gmail.com	2	origin/codex/fix-activecompanyservice-for-invited-operators	DELETE_STALE	true
148	origin/codex/create-company-repositories-structure	2026-01-27	pavelsur07@gmail.com	2	origin/codex/create-company-repositories-structure	DELETE_STALE	true
148	origin/codex/add-unit-and-functional-tests-for-company-wxmjmo	2026-01-27	pavelsur07@gmail.com	9	origin/codex/add-unit-and-functional-tests-for-company	DELETE_STALE	true
148	origin/codex/add-unit-and-functional-tests-for-company	2026-01-27	pavelsur07@gmail.com	9	origin/codex/add-unit-and-functional-tests-for	DELETE_STALE	true
147	origin/codex/add-info-section-on-homepage-based-on-tabler	2026-01-29	pavelsur07@gmail.com	1	origin/codex/add-info-section-on-homepage-based-on	DELETE_STALE	true
145	origin/codex/add-subscriptionintegration-entity-and-repository-qd7utg	2026-01-31	pavelsur07@gmail.com	3	origin/codex/add-subscriptionintegration-entity-and-repository	DELETE_STALE	true
145	origin/codex/add-subscriptionintegration-entity-and-repository	2026-01-31	pavelsur07@gmail.com	3	origin/codex/add-subscriptionintegration-entity-and-repository	DELETE_OLD_DUP	false
145	origin/codex/add-billing-subscription-entity-and-repository	2026-01-31	pavelsur07@gmail.com	3	origin/codex/add-billing-subscription-entity-and-repository	DELETE_STALE	true
144	origin/codex/add-view-for-plans-in-admin-flfkwh	2026-01-31	pavelsur07@gmail.com	13	origin/codex/add-view-for-plans-in-admin	DELETE_OLD_DUP	false
144	origin/codex/add-view-for-plans-in-admin-d6aqst	2026-01-31	pavelsur07@gmail.com	39	origin/codex/add-view-for-plans-in-admin	DELETE_STALE	true
144	origin/codex/add-view-for-plans-in-admin	2026-01-31	pavelsur07@gmail.com	13	origin/codex/add-view-for-plans-in	DELETE_STALE	true
144	origin/codex/add-usagecounter-entity-and-repository-3xo4o7	2026-01-31	pavelsur07@gmail.com	3	origin/codex/add-usagecounter-entity-and-repository	DELETE_STALE	true
144	origin/codex/add-usagecounter-entity-and-repository	2026-01-31	pavelsur07@gmail.com	3	origin/codex/add-usagecounter-entity-and-repository	DELETE_OLD_DUP	false
144	origin/codex/add-read-only-plans-view-in-admin-jwyp0o	2026-01-31	pavelsur07@gmail.com	37	origin/codex/add-read-only-plans-view-in-admin	DELETE_STALE	true
144	origin/codex/add-read-only-plans-view-in-admin	2026-01-31	pavelsur07@gmail.com	9	origin/codex/add-read-only-plans-view-in	DELETE_STALE	true
144	origin/codex/add-admin-plan-viewing-functionality-cj7yh0	2026-01-31	pavelsur07@gmail.com	37	origin/codex/add-admin-plan-viewing-functionality	DELETE_STALE	true
144	origin/codex/add-admin-plan-viewing-functionality	2026-01-31	pavelsur07@gmail.com	9	origin/codex/add-admin-plan-viewing-functionality	DELETE_OLD_DUP	false
140	origin/codex/add-auditlog-entity-and-migration	2026-02-04	pavelsur07@gmail.com	3	origin/codex/add-auditlog-entity-and-migration	DELETE_STALE	true
138	origin/codex/refactor-cashtransactioncontroller-to-use-new-service	2026-02-07	pavelsur07@gmail.com	2	origin/codex/refactor-cashtransactioncontroller-to-use-new	DELETE_STALE	true
137	origin/codex/fix-cash-file-import-job-hang	2026-02-07	pavelsur07@gmail.com	1	origin/codex/fix-cash-file-import-job-hang	DELETE_STALE	true
132	origin/codex/implement-freecash-widget-in-analytics-snapshot	2026-02-13	pavelsur07@gmail.com	6	origin/codex/implement-freecash-widget-in-analytics	DELETE_STALE	true
130	origin/codex/update-pl-register-to-fact-only	2026-02-15	pavelsur07@gmail.com	1	origin/codex/update-pl-register-to-fact-only	DELETE_STALE	true
122	origin/codex/implement-set-purchase-price-action	2026-02-22	pavelsur07@gmail.com	7	origin/codex/implement-set-purchase-price	DELETE_STALE	true
121	origin/codex/-marketplacecost	2026-02-24	pavelsur07@gmail.com	1	origin/codex/-marketplacecost	DELETE_STALE	true
115	origin/codex-66oa2j	2026-03-01	pavelsur07@gmail.com	1	origin/codex	DELETE_STALE	true
111	origin/codex/add-marketplacelistingpreloadquery-for-fast-preload	2026-03-05	pavelsur07@gmail.com	2	origin/codex/add-marketplacelistingpreloadquery-for-fast	DELETE_STALE	true
110	origin/codex/create-fetching-layer-and-orchestrator	2026-03-06	pavelsur07@gmail.com	8	origin/codex/create-fetching-layer-and-orchestrator	DELETE_STALE	true
109	origin/codex/create-three-new-action-files	2026-03-07	pavelsur07@gmail.com	3	origin/codex/create-three-new	DELETE_STALE	true
89	origin/fix/inventory-cost-company-id-isolation	2026-03-27	pavelsur07@gmail.com	1	origin/fix/inventory-cost-company-id-isolation	DELETE_STALE	true
88	origin/claude/organize-enums-by-module-vKEFE	2026-03-28	noreply@anthropic.com	20	origin/claude/organize-enums-by	DELETE_STALE	true
88	origin/claude/organize-dtos-by-module-vKEFE	2026-03-28	noreply@anthropic.com	11	origin/claude/organize-dtos-by	DELETE_STALE	true
87	origin/claude/snapshot-recalc-policy-DsYTQ	2026-03-30	noreply@anthropic.com	2	origin/claude/snapshot-recalc	DELETE_STALE	true
87	origin/claude/add-marketplace-enums-YjFjj	2026-03-29	noreply@anthropic.com	4	origin/claude/add-marketplace-enums	DELETE_STALE	true
87	origin/claude/add-listing-snapshot-interface-f8oTJ	2026-03-29	noreply@anthropic.com	3	origin/claude/add-listing-snapshot-interface	DELETE_STALE	true
86	origin/codex/find-cause-of-handlerfailedexception	2026-03-30	pavelsur07@gmail.com	1	origin/codex/find-cause-of-handlerfailedexception	DELETE_STALE	true
86	origin/claude/task-62-cost-mapping-resolver	2026-03-31	noreply@anthropic.com	4	origin/claude/task-62-cost-mapping	DELETE_STALE	true
86	origin/claude/task-61-repository-interface	2026-03-31	noreply@anthropic.com	11	origin/claude/task-61-repository-interface	DELETE_STALE	true
86	origin/claude/task-60-migration-expand-migrate-contract	2026-03-31	noreply@anthropic.com	3	origin/claude/task-60-migration-expand-migrate	DELETE_STALE	true
86	origin/claude/task-59-unit-economy-cost-mapping-refactor	2026-03-31	noreply@anthropic.com	1	origin/claude/task-59-unit-economy-cost-mapping	DELETE_STALE	true
86	origin/claude/fix-navbar-spacing-Az9mA	2026-03-31	noreply@anthropic.com	43	origin/claude/fix-navbar-spacing	DELETE_STALE	true
86	origin/claude/add-snapshot-calculation-tests-NMbb1	2026-03-30	noreply@anthropic.com	10	origin/claude/add-snapshot-calculation-tests	DELETE_STALE	true
85	origin/claude/task-76-native-js-cost-mappings	2026-03-31	noreply@anthropic.com	3	origin/claude/task-76-native-js-cost	DELETE_STALE	true
85	origin/claude/task-67-entity-constructor-order	2026-03-31	noreply@anthropic.com	8	origin/claude/task-67-entity-constructor	DELETE_STALE	true
85	origin/claude/restore-remap-cost-mapping-architecture	2026-03-31	noreply@anthropic.com	1	origin/claude/restore-remap-cost-mapping-architecture	DELETE_STALE	true
85	origin/claude/add-unit-economy-cost-mapping-RaOuo	2026-03-31	noreply@anthropic.com	8	origin/claude/add-unit-economy-cost-mapping	DELETE_STALE	true
84	origin/fix/cleanup-artifacts-80	2026-04-02	noreply@anthropic.com	3	origin/fix/cleanup-artifacts	DELETE_STALE	true
84	origin/claude/fix-marketplace-economics-data-0ybRn	2026-04-01	noreply@anthropic.com	5	origin/claude/fix-marketplace-economics-data	DELETE_STALE	true
83	origin/claude/marketplace-processing-enums-El59Y	2026-04-02	noreply@anthropic.com	13	origin/claude/marketplace-processing-enums	DELETE_STALE	true
83	origin/claude/debug-ozon-sync-command-cQtJF	2026-04-03	noreply@anthropic.com	2	origin/claude/debug-ozon-sync-command	DELETE_STALE	true
82	origin/claude/task-f-period-presets	2026-04-03	noreply@anthropic.com	4	origin/claude/task-f	DELETE_STALE	true
82	origin/claude/review-marketplace-analytics-JrtVT	2026-04-03	noreply@anthropic.com	2	origin/claude/review-marketplace-analytics	DELETE_STALE	true
81	origin/claude/update-transaction-template-s2F5e	2026-04-05	noreply@anthropic.com	8	origin/claude/update-transaction-template	DELETE_STALE	true
81	origin/claude/fix-create-button-condition-Rw5BI	2026-04-05	noreply@anthropic.com	1	origin/claude/fix-create-button-condition	DELETE_STALE	true
81	origin/claude/add-document-entity-field-8mHhW	2026-04-05	noreply@anthropic.com	4	origin/claude/add-document-entity-field	DELETE_STALE	true
80	origin/claude/revert-to-release-1377-R09nr	2026-04-06	noreply@anthropic.com	44	origin/claude/revert-to-release	DELETE_STALE	true
80	origin/claude/fix-create-from-icon-condition	2026-04-05	noreply@anthropic.com	2	origin/claude/fix-create-from-icon-condition	DELETE_STALE	true
80	origin/claude/add-marketplace-step-execution	2026-04-05	noreply@anthropic.com	6	origin/claude/add-marketplace-step-execution	DELETE_STALE	true
80	origin/claude/add-marketplace-run-status-ui-10	2026-04-05	noreply@anthropic.com	5	origin/claude/add-marketplace-run-status-ui	DELETE_STALE	true
80	origin/claude/add-marketplace-retry-9ZDRx	2026-04-05	noreply@anthropic.com	7	origin/claude/add-marketplace-retry	DELETE_STALE	true
80	origin/claude/add-marketplace-pipeline-tests-11	2026-04-05	noreply@anthropic.com	11	origin/claude/add-marketplace-pipeline-tests	DELETE_STALE	true
80	origin/claude/add-marketplace-finalize-run-7ZDRx	2026-04-05	noreply@anthropic.com	6	origin/claude/add-marketplace-finalize-run	DELETE_STALE	true
80	origin/claude/add-marketplace-autostart-8ZDRx	2026-04-05	noreply@anthropic.com	4	origin/claude/add-marketplace-autostart	DELETE_STALE	true
79	origin/claude/fix-marketplace-csrf-token-cBRal	2026-04-06	noreply@anthropic.com	2	origin/claude/fix-marketplace-csrf-token	DELETE_STALE	true
79	origin/claude/fix-marketplace-cost-category-8aefC	2026-04-07	noreply@anthropic.com	1	origin/claude/fix-marketplace-cost-category	DELETE_STALE	true
79	origin/claude/fix-marketplace-cache-key-MzKju	2026-04-07	noreply@anthropic.com	1	origin/claude/fix-marketplace-cache-key	DELETE_STALE	true
78	origin/fix/wb-timezone-msk	2026-04-08	noreply@anthropic.com	4	origin/fix/wb-timezone-msk	DELETE_STALE	true
78	origin/claude/review-wb-sync-cron-b0Yf4	2026-04-08	noreply@anthropic.com	2	origin/claude/review-wb-sync-cron	DELETE_STALE	true
78	origin/claude/review-marketplace-processing-2m7PJ	2026-04-07	noreply@anthropic.com	1	origin/claude/review-marketplace-processing	DELETE_STALE	true
78	origin/claude/find-service-error-logging-ogbbT	2026-04-08	noreply@anthropic.com	2	origin/claude/find-service-error-logging	DELETE_STALE	true
78	origin/claude/create-week-partition-service-vSs9a	2026-04-08	noreply@anthropic.com	2	origin/claude/create-week-partition-service	DELETE_STALE	true
77	origin/claude/fix-marketplace-processing-1Nbhb	2026-04-08	noreply@anthropic.com	3	origin/claude/fix-marketplace-processing	DELETE_STALE	true
77	origin/claude/add-forceReprocess-flag-I8wLq	2026-04-08	noreply@anthropic.com	1	origin/claude/add-forceReprocess-flag	DELETE_STALE	true
77	origin/claude/add-categories-mapping-method-aDheF	2026-04-08	noreply@anthropic.com	5	origin/claude/add-categories-mapping	DELETE_STALE	true
76	origin/claude/auto-trigger-pipeline-Gplrb	2026-04-10	noreply@anthropic.com	6	origin/claude/auto-trigger-pipeline	DELETE_STALE	true
74	origin/claude/fix-docker-moscow-timezone-HiFZI	2026-04-12	noreply@anthropic.com	8	origin/claude/fix-docker-moscow-timezone	DELETE_STALE	true
74	origin/claude/add-ozon-query-class-4Plaf	2026-04-11	noreply@anthropic.com	3	origin/claude/add-ozon-query-class	DELETE_STALE	true
73	origin/claude/setup-marketplace-ads-GF6cR	2026-04-13	noreply@anthropic.com	24	origin/claude/setup-marketplace-ads	DELETE_STALE	true
73	origin/claude/create-listing-sales-dto-DYsGE	2026-04-13	noreply@anthropic.com	11	origin/claude/create-listing-sales-dto	DELETE_STALE	true
73	origin/claude/add-tests-builders-To1Zo	2026-04-13	noreply@anthropic.com	6	origin/claude/add-tests-builders	DELETE_STALE	true
72	origin/claude/wb-costs-operation-type-7d2tp	2026-04-13	noreply@anthropic.com	11	origin/claude/wb-costs-operation-type	DELETE_STALE	true
72	origin/claude/ozon-costs-explicit-operation-type	2026-04-13	noreply@anthropic.com	3	origin/claude/ozon-costs-explicit-operation-type	DELETE_STALE	true
72	origin/claude/migrate-queries-operation-type-fallback	2026-04-13	noreply@anthropic.com	8	origin/claude/migrate-queries-operation-type	DELETE_STALE	true
72	origin/claude/fix-sticky-table-header-62inZ	2026-04-14	noreply@anthropic.com	2	origin/claude/fix-sticky-table	DELETE_OLD_DUP	false
72	origin/claude/delete-dead-ozon-action	2026-04-13	noreply@anthropic.com	4	origin/claude/delete-dead-ozon	DELETE_STALE	true
72	origin/claude/backfill-ozon-operation-type	2026-04-13	noreply@anthropic.com	1	origin/claude/backfill-ozon-operation-type	DELETE_STALE	true
72	origin/claude/audit-unit-economics-table-ORIfn	2026-04-14	noreply@anthropic.com	2	origin/claude/audit-unit-economics-table	DELETE_STALE	true
72	origin/claude/add-ozon-decompensation-sibling	2026-04-13	noreply@anthropic.com	2	origin/claude/add-ozon-decompensation	DELETE_STALE	true
72	origin/claude/add-operation-type-migration-7cWd3	2026-04-13	noreply@anthropic.com	5	origin/claude/add-operation-type-migration	DELETE_STALE	true
71	origin/claude/widgets-summary-api	2026-04-14	noreply@anthropic.com	1	origin/claude/widgets-summary-api	DELETE_STALE	true
71	origin/claude/widgets-integrate	2026-04-14	noreply@anthropic.com	1	origin/claude/widgets-integrate	DELETE_STALE	true
71	origin/claude/widgets-frontend	2026-04-14	noreply@anthropic.com	7	origin/claude/widgets	DELETE_STALE	true
71	origin/claude/widgets-cpc-fix	2026-04-14	noreply@anthropic.com	1	origin/claude/widgets-cpc-fix	DELETE_STALE	true
71	origin/claude/widget-service-group-map-Yq3jM	2026-04-14	noreply@anthropic.com	2	origin/claude/widget-service-group-map	DELETE_STALE	true
71	origin/claude/fix-ozon-revenue-mismatch-lK9A7	2026-04-14	noreply@anthropic.com	2	origin/claude/fix-ozon-revenue-mismatch	DELETE_STALE	true
71	origin/claude/fix-marketplace-yesterday-period-258fn	2026-04-15	noreply@anthropic.com	3	origin/claude/fix-marketplace-yesterday	DELETE_STALE	true
71	origin/claude/fix-marketplace-sync-handler-258fn	2026-04-15	noreply@anthropic.com	5	origin/claude/fix-marketplace-sync-handler	DELETE_STALE	true
71	origin/claude/debug-ozon-sales-records-f5P6f	2026-04-14	noreply@anthropic.com	9	origin/claude/debug-ozon-sales-records	DELETE_STALE	true
71	origin/claude/debug-ozon-revenue-ccVI2	2026-04-14	noreply@anthropic.com	1	origin/claude/debug-ozon-revenue	DELETE_STALE	true
71	origin/claude/add-unit-economy-query-8zRyJ	2026-04-14	noreply@anthropic.com	1	origin/claude/add-unit-economy-query	DELETE_STALE	true
71	origin/claude/add-cleanup-ozon-returns-KPZwI	2026-04-14	noreply@anthropic.com	2	origin/claude/add-cleanup-ozon-returns	DELETE_STALE	true
71	origin/claude/add-cleanup-ozon-processor-7qiD2	2026-04-14	noreply@anthropic.com	3	origin/claude/add-cleanup-ozon-processor	DELETE_STALE	true
71	origin/claude/add-cleanup-controller-UYjHx	2026-04-14	noreply@anthropic.com	1	origin/claude/add-cleanup-controller	DELETE_STALE	true
70	origin/claude/rename-widget-subgroups-QFHr4	2026-04-15	noreply@anthropic.com	2	origin/claude/rename-widget-subgroups	DELETE_STALE	true
70	origin/claude/rename-marketplace-ads-commands-OohLm	2026-04-15	noreply@anthropic.com	4	origin/claude/rename-marketplace-ads-commands	DELETE_STALE	true
70	origin/claude/ozon-reconciliation-report-LsXgv	2026-04-16	noreply@anthropic.com	3	origin/claude/ozon-reconciliation	DELETE_STALE	true
70	origin/claude/fix-widget-mapping-CwaCk	2026-04-16	noreply@anthropic.com	3	origin/claude/fix-widget-mapping	DELETE_STALE	true
70	origin/claude/fix-sticky-table-header-HVv5W	2026-04-16	noreply@anthropic.com	2	origin/claude/fix-sticky-table	DELETE_OLD_DUP	false
70	origin/claude/fix-connection-type-visibility-ozon	2026-04-15	noreply@anthropic.com	1	origin/claude/fix-connection-type-visibility-ozon	DELETE_STALE	true
70	origin/claude/add-marketplace-connection-type-OTnfy	2026-04-15	noreply@anthropic.com	0	origin/claude/add-marketplace-connection-type	DELETE_STALE	true
69	origin/claude/xlsx-group-backward-compat-test	2026-04-16	noreply@anthropic.com	1	origin/claude/xlsx-group-backward-compat-test	DELETE_STALE	true
69	origin/claude/ozon-cost-category-reference-G75ad	2026-04-16	noreply@anthropic.com	6	origin/claude/ozon-cost-category-reference	DELETE_STALE	true
69	origin/claude/invert-compensation-codes-zkM4W	2026-04-17	noreply@anthropic.com	2	origin/claude/invert-compensation-codes	DELETE_STALE	true
69	origin/claude/fix-settlement-parser-4Hvds	2026-04-16	noreply@anthropic.com	3	origin/claude/fix-settlement	DELETE_STALE	true
69	origin/claude/debug-revenue-endpoint-vdnF6	2026-04-17	noreply@anthropic.com	1	origin/claude/debug-revenue-endpoint	DELETE_STALE	true
68	origin/claude/debug-ozon-discrepancies-PG0yI	2026-04-17	noreply@anthropic.com	2	origin/claude/debug-ozon-discrepancies	DELETE_STALE	true
68	origin/claude/audit-ozon-actions-IBFQv	2026-04-17	noreply@anthropic.com	5	origin/claude/audit-ozon-actions	DELETE_STALE	true
68	origin/claude/add-idempotency-sync-ozon-pBH3E	2026-04-18	noreply@anthropic.com	3	origin/claude/add-idempotency-sync-ozon	DELETE_STALE	true
67	origin/claude/update-ozon-handler-tests-XcanS	2026-04-18	noreply@anthropic.com	1	origin/claude/update-ozon-handler-tests	DELETE_STALE	true
67	origin/claude/review-marketplace-ads-8xWdm	2026-04-18	noreply@anthropic.com	3	origin/claude/review-marketplace-ads	DELETE_STALE	true
67	origin/claude/remove-dead-fields-yIFXe	2026-04-19	noreply@anthropic.com	10	origin/claude/remove-dead	DELETE_STALE	true
67	origin/claude/plan-ozon-ads-loading-YCI0T	2026-04-18	noreply@anthropic.com	8	origin/claude/plan-ozon-ads-loading	DELETE_STALE	true
67	origin/claude/ozon-ads-ui-loader-AH7zP	2026-04-19	noreply@anthropic.com	9	origin/claude/ozon-ads-ui	DELETE_STALE	true
67	origin/claude/ozon-ad-statistics-message-eQHk5	2026-04-18	noreply@anthropic.com	12	origin/claude/ozon-ad-statistics-message	DELETE_STALE	true
67	origin/claude/marketplace-ads-chunk-progress-tests	2026-04-18	noreply@anthropic.com	1	origin/claude/marketplace-ads-chunk-progress	DELETE_OLD_DUP	false
67	origin/claude/marketplace-ads-chunk-progress-switch	2026-04-18	noreply@anthropic.com	9	origin/claude/marketplace-ads-chunk-progress	DELETE_STALE	true
67	origin/claude/marketplace-ads-chunk-progress-repo	2026-04-18	noreply@anthropic.com	5	origin/claude/marketplace-ads-chunk-progress-repo	DELETE_STALE	true
67	origin/claude/enhance-ozon-handler-PGEHD	2026-04-18	noreply@anthropic.com	22	origin/claude/enhance-ozon-handler	DELETE_STALE	true
65	origin/claude/month-closing-rollback-Dw37m	2026-04-20	noreply@anthropic.com	5	origin/claude/month-closing-rollback	DELETE_STALE	true
